v8-version,10,2,154,26,-node.26,0
v8-platform,macos,macos
shared-library,/Users/miriam/.nvm/versions/node/v18.17.0/bin/node,0x100a7c000,0x101ddb0a4,10977280
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x195ae98a0,0x195cd804c,359383040
shared-library,/usr/lib/libobjc.A.dylib,0x195715c00,0x19574a6b0,359383040
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x198bfcd78,0x198c32f70,359383040
shared-library,/usr/lib/liboah.dylib,0x1a1110e48,0x1a1115e18,359383040
shared-library,/usr/lib/libfakelink.dylib,0x1a11443dc,0x1a1145b80,359383040
shared-library,/usr/lib/libicucore.A.dylib,0x19863350c,0x198881320,359383040
shared-library,/usr/lib/libSystem.B.dylib,0x1a11414b4,0x1a1141aec,359383040
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x1a1146bd4,0x1a1146e50,359383040
shared-library,/usr/lib/libc++abi.dylib,0x195a32820,0x195a45dd8,359383040
shared-library,/usr/lib/libc++.1.dylib,0x1959cea60,0x195a26524,359383040
shared-library,/usr/lib/system/libcache.dylib,0x1a113b6a4,0x1a113e370,359383040
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x1a10f7980,0x1a1102a94,359383040
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x1a112199c,0x1a1124864,359383040
shared-library,/usr/lib/system/libcopyfile.dylib,0x1a1118828,0x1a111f020,359383040
shared-library,/usr/lib/system/libcorecrypto.dylib,0x195848e00,0x1958b3e38,359383040
shared-library,/usr/lib/system/libdispatch.dylib,0x1958fffd4,0x19593cdd8,359383040
shared-library,/usr/lib/system/libdyld.dylib,0x195a91510,0x195ab24a8,359383040
shared-library,/usr/lib/system/libkeymgr.dylib,0x1a1130764,0x1a1130e50,359383040
shared-library,/usr/lib/system/libmacho.dylib,0x1a10d2640,0x1a10d69bc,359383040
shared-library,/usr/lib/system/libquarantine.dylib,0x1a078fbc8,0x1a0791ba8,359383040
shared-library,/usr/lib/system/libremovefile.dylib,0x1a112e448,0x1a112fc40,359383040
shared-library,/usr/lib/system/libsystem_asl.dylib,0x19a7593c4,0x19a76e000,359383040
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1957e69a8,0x1957e98d0,359383040
shared-library,/usr/lib/system/libsystem_c.dylib,0x19594a120,0x1959c2b20,359383040
shared-library,/usr/lib/system/libsystem_collections.dylib,0x1a1125878,0x1a1129958,359383040
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x19fcb054c,0x19fcb3700,359383040
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x19ed1f3fc,0x19ed486a8,359383040
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x1a0dd10d4,0x1a0dd50d8,359383040
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1988ea418,0x1988f1170,359383040
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x1a1131e2c,0x1a1137f88,359383040
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x1959469c8,0x195948a50,359383040
shared-library,/usr/lib/system/libsystem_info.dylib,0x195abccd0,0x195ae33d0,359383040
shared-library,/usr/lib/system/libsystem_m.dylib,0x1a1099080,0x1a10c0ec0,359383040
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x1958d2ccc,0x1958f8060,359383040
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x19a6d9aa4,0x19a6ecaf0,359383040
shared-library,/usr/lib/system/libsystem_notify.dylib,0x198d54888,0x198d61bf0,359383040
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x19fcb5438,0x19fcb9040,359383040
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x1a112ad90,0x1a112c388,359383040
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x195a49be0,0x195a7be78,359383040
shared-library,/usr/lib/system/libsystem_platform.dylib,0x195ab5340,0x195abb2e4,359383040
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x195a83ae4,0x195a8e8d0,359383040
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x19bf2e6b0,0x19bf342bc,359383040
shared-library,/usr/lib/system/libsystem_trace.dylib,0x19582f4a0,0x195844c10,359383040
shared-library,/usr/lib/system/libunwind.dylib,0x1a1108b44,0x1a110e3c0,359383040
shared-library,/usr/lib/system/libxpc.dylib,0x1957ebfe4,0x195822868,359383040
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x198c78668,0x198d2b370,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1a7823fc0,0x1a7823fc0,359383040
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x19cd51e80,0x19cd52ad8,359383040
shared-library,/usr/lib/libenergytrace.dylib,0x19a6f26a4,0x19a6f2d28,359383040
shared-library,/usr/lib/libbsm.0.dylib,0x1a07ba950,0x1a07c8d58,359383040
shared-library,/usr/lib/libz.1.dylib,0x1a1086770,0x1a1091c10,359383040
shared-library,/usr/lib/system/libkxld.dylib,0x1a10d976c,0x1a10f1a74,359383040
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x19a317f20,0x19a58b8b0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x19d83ede4,0x19d848de0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x1988f8fbc,0x1989e8dd0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x19cd95b90,0x19ce16148,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x1a0dd7c58,0x1a0e01e08,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x1a13098c4,0x1a136afa0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x19beb10c0,0x19bf142d0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x195fc26d8,0x1961932d0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x1a1981a5c,0x1a19c8ab0,359383040
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x19d84d010,0x19d869cf0,359383040
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x19828eed4,0x19858c378,359383040
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x1966df72c,0x1967596e0,359383040
shared-library,/usr/lib/libapple_nghttp2.dylib,0x1a13a83e4,0x1a13b7760,359383040
shared-library,/usr/lib/libcompression.dylib,0x1a13db700,0x1a142fb40,359383040
